# Copyright 2008 Google Inc. All rights reserved.
# This file was machine-generated, do not edit.
# This file is encoded in UTF-8, do not reencode.
# ICU4J version 4.0.0.0
# Generated on 2008-10-01 12:41:27 with com.google.i18n.identifiers.impl.tools.BuildLanguageNameTables by dougfelt
x-bork;x-bork;Bork, bork, bork!
moh;az;moxak dili
wo;az;volof dili
cmc;az;çamik dili
mos;az;mosi dili
wa;az;valun dili
loz;az;lozi dili
vi;az;vyetnamca
syr;az;siryak dili
tsi;az;simşyan dili
rup;az;aromanca
vo;az;volapük dili
uz;az;özbəkcə
ve;az;venda dili
fur;az;friul dili
uk;az;ukraynaca
ug;az;uyğurca
ewo;az;evondo dili
ur;az;urduca
ty;az;taxiti dili
tt;az;tatarca
tw;az;Tvi dili
hmn;az;monq dili
gmh;az;ortacaq yüksək almanca
doi;az;doqri dili
to;az;tonqa dili
tmh;az;tamaşek dili
tn;az;svana dili
nub;az;nubiy dili
tl;az;taqaloq dili
ts;az;sonqa dili
tr;az;türkcə
cop;az;kopt dili
ssa;az;nilo-sahara dili
tg;az;tacik dili
te;az;teluqu dili
tk;az;türkməncə
ti;az;tiqrin dili
th;az;tayca
ta;az;tamilcə
su;az;sundanca
sv;az;isveçcə
ss;az;svati dili
cpf;az;fransız kreol dili
st;az;Sesoto dili
cpe;az;inglis kreol dili
lua;az;luba-lulua dili
oto;az;otomian dili
sw;az;suahilicə
sl;az;slovencə
sk;az;slovakca
sn;az;şona dili
sm;az;samoa dili
cpp;az;portugal kreol dili
so;az;somali dili
sr;az;serb dili
sq;az;Albanca
sd;az;sindhi dili
ota;az;osman dili
sc;az;sardin dili
se;az;şimal sami dili
sh;az;serb-xorvatca
sg;az;sanqo dili
si;az;sinhaliscə
goh;az;qədimi almanca
dum;az;ortacaq hollandca
nso;az;şimal soto dili
sa;az;Sanskrit dili
zun;az;zuni dili
gon;az;qondi dili
gor;az;qorontalo dili
ru;az;rusca
got;az;gotça
dua;az;duala dili
rw;az;kinyarvanda dili
car;az;karib dili
ro;az;rumın
ypk;az;yupik dili
cau;az;qavqaz dili
rn;az;rundi dili
tog;az;niyasa tonga dili
en_US;az;ingiliscə (Amerika Birləşmiş Ştatları)
iro;az;irokuay dili
pra;az;prakrit dili
suk;az;sukuma dili
hsb;az;yuxarı sorbca
sus;az;susu dili
cad;az;kado dili
sux;az;sumeryan dili
dra;az;dravid dili
qu;az;kuechya dili
es_ES;az;ispanca (İspaniya)
cai;az;mərkəzi amerika indus dili
crh;az;krım türkçə
grb;az;qrebo dili
mus;az;krik dili
tpi;az;tok pisin dili
crp;az;kreol dili
grc;az;qədimi yunanca
mul;az;digər dillər
mun;az;munda dili
frm;az;ortacaq fransızca
nqo;az;nqo dili
fro;az;qədimi fransızca
ira;az;iranca
frr;az;şimal fris dili
csb;az;kaşubyan dili
pro;az;qədimi provensialca
pt;az;portuqalca
dsb;az;aşağı sorbca
jrb;az;jude-ərəbcə
ps;az;Puştu dili
tai;az;tay dili
sad;az;sandave dili
tig;az;tiqre dili
fon;az;fon dili
sah;az;yakut dili
sai;az;cənub amerika yerli dili
sal;az;salişan dili
sam;az;samaritan dili
kbd;az;kabardca
cch;az;atsamca
umb;az;umbundu dili
en_GB;az;ingiliscə (Birləşmiş Krallıq)
arc;az;aramik dili
arp;az;arapaho dili
dgr;az;doqrib dili
arn;az;araukanca
bra;az;braj dili
kaw;az;kavi dili
zza;az;zaza dili
gsw;az;isveç almanca
arw;az;aravakça
kar;az;karen dili
nog;az;noqay dili
art;az;suni dil
kam;az;kamba dili
kaj;az;ju dili
non;az;qədimi norsca
mga;az;ortacaq irlandca
und;az;bilinməyən vəya gəcərsiz dil
elx;az;elamit dili
kac;az;kaçinca
kab;az;kabule dili
kaa;az;qara-qalpaq dili
sat;az;santal dili
sas;az;sasak dili
tiv;az;tiv dili
tkl;az;tokelay dili
pt_BR;az;portuqalca (Braziliya)
apa;az;apaçi dili
gwi;az;qviçin dili
osa;az;osage dili
btk;az;batak dili
cel;az;kelt dili
del;az;delaver dili
den;az;slavey
lez;az;ləzqi dili
ceb;az;kebuano dili
min;az;minanqkaban dili
hup;az;hupa dili
tli;az;tlinqit dili
enm;az;ortacaq ingiliscə
bua;az;buryat dili
tlh;az;klinqon
mis;az;çeşitli diller
mic;az;mikmak dili
bug;az;bugin dili
tem;az;timne dili
sit_NP;az;sino-tibet dili (Nepal)
chb;az;çibçə dili
egy;az;qədimi misir dili
de_AT;az;almanca (Avstriya)
awa;az;avadicə
chy;az;çeyen dili
chg;az;çağatay dili
chk;az;çukiz dili
mkh;az;mon-xmer dili
cho;az;çoktau dili
chp;az;çipevyan dili
chm;az;mari dili
chn;az;çinuk ləhçəsi
tet;az;tetum dili
ter;az;tereno dili
chr;az;çiroki dili
zh;az;çincə
fil;az;taqaloqca
ast;az;asturicə
za;az;juənq dili
mni;az;manipüri dili
din;az;dinka dili
fiu;az;fin-uğri dili
zu;az;zulu dili
mno;az;manobo dili
vot;az;votik dili
uga;az;uqaritik dili
mnc;az;mançu dili
ath;az;atapaskanca
nic;az;niger-kordofyan dili
nia;az;nyas dili
byn;az;bilincə
de_CH;az;almanca (isveçriya)
niu;az;niyuan dili
eka;az;ekacuk dili
aus;az;avstraliyca
yo;az;yoruba dili
yi;az;Yahudi dili
zh_Hant;az_Cyrl;чинҹә (qədimi han)
fy;az_Cyrl;frisk dili
gd;az_Cyrl;skot gaelik dili
ga;az_Cyrl;irlandca
shn;az_Cyrl;şan dili
fj;az_Cyrl;fiji dili
ff;az_Cyrl;fula dili
fi;az_Cyrl;fincə
fr;az_Cyrl;франсызҹа
fo;az_Cyrl;farer dili
zh_Hans;az_Cyrl;чинҹә (basitləştirilmiş han)
udm;az_Cyrl;udmurt dili
sga;az_Cyrl;qədimi irlandca
he;az_Cyrl;ivritcə
ha;az_Cyrl;Hausa dili
sgn;az_Cyrl;işarət dili
gn;az_Cyrl;quaranicə
gil;az_Cyrl;qilbert gili
gl;az_Cyrl;qalisian dili
ain;az_Cyrl;aynuca
gv;az_Cyrl;manks dili
bik;az_Cyrl;bikolca
gu;az_Cyrl;gujarati dili
iba;az_Cyrl;iban dili
bin;az_Cyrl;bini dili
dv;az_Cyrl;diveh dili
dz;az_Cyrl;dzonqa dili
de;az_Cyrl;алманҹа
mai;az_Cyrl;maitili dili
fr_CH;az_Cyrl;франсызҹа (isveçriya)
mak;az_Cyrl;makasar dili
mad;az_Cyrl;maduriz dili
mag;az_Cyrl;maqahi dili
map;az_Cyrl;avstronezicə
fr_CA;az_Cyrl;франсызҹа (Kanada)
mas;az_Cyrl;masay dili
wen;az_Cyrl;sorb dili
nl_BE;az_Cyrl;hollandca (Belçika)
man;az_Cyrl;məndinqo dili
sid;az_Cyrl;sidamo dili
eu;az_Cyrl;bask dili
khi;az_Cyrl;xoyzan dili
fa;az_Cyrl;farsca
kha;az_Cyrl;xazi dili
bla;az_Cyrl;siksikə dili
sit;az_Cyrl;sino-tibet dili
new;az_Cyrl;nevari dili
ee;az_Cyrl;eve dili
el;az_Cyrl;yunanca
sio;az_Cyrl;sioyan dili
zen;az_Cyrl;zenaqa dili
eo;az_Cyrl;esperanto dili
en;az_Cyrl;инҝилисҹә
et;az_Cyrl;estonca
kho;az_Cyrl;xotan dili
es;az_Cyrl;испанҹа
efi;az_Cyrl;efik dili
ca;az_Cyrl;katalanca
hai;az_Cyrl;hayda dili
root;az_Cyrl;rut dili
haw;az_Cyrl;Qavayca
br;az_Cyrl;Bretonca
zbl;az_Cyrl;blisimbols dili
bn;az_Cyrl;Benqal dili
bo;az_Cyrl;tibet dili
bm;az_Cyrl;bambara dili
anp;az_Cyrl;angikə dili
bg;az_Cyrl;bolqarca
bh;az_Cyrl;biharicə
bi;az_Cyrl;bislama dili
be;az_Cyrl;belarusca
bnt;az_Cyrl;bantu dili
da;az_Cyrl;danimarka dili
ang;az_Cyrl;qədimi ingiliscə
nds;az_Cyrl;aşağı almanca
mdf;az_Cyrl;mokşa dili
fat;az_Cyrl;fanti dili
dak;az_Cyrl;dakota dili
cy;az_Cyrl;uelscə
cv;az_Cyrl;çuvaş dili
fan;az_Cyrl;fang dili
cu;az_Cyrl;kilsə slav dili
gez;az_Cyrl;qez dili
cs;az_Cyrl;çex dili
mdr;az_Cyrl;mandar dili
cr;az_Cyrl;kri dili
dar;az_Cyrl;darqva dili
co;az_Cyrl;korsikan dili
kfo;az_Cyrl;koro dili
jbo;az_Cyrl;loğban dili
day;az_Cyrl;dayak dili
ch;az_Cyrl;çamoro dili
sco;az_Cyrl;skots dili
gem;az_Cyrl;Alman dili
ce;az_Cyrl;çeçen dili
scn;az_Cyrl;sisili dili
nap;az_Cyrl;neapolital dili
es_419;az_Cyrl;испанҹа (Latın Amerikası və Kariblər)
rap;az_Cyrl;rapanu dili
kcg;az_Cyrl;tiyap dili
rar;az_Cyrl;rarotonqan dili
nah;az_Cyrl;nahuatl dili
nai;az_Cyrl;şimal amerika yerli dili
lad;az_Cyrl;ladin dili
lah;az_Cyrl;laxnda dili
pau;az_Cyrl;palayanca
alt;az_Cyrl;cənub altay dili
lam;az_Cyrl;lamba dili
men;az_Cyrl;mende dili
en_AU;az_Cyrl;инҝилисҹә (Avstraliya)
en_CA;az_Cyrl;инҝилисҹә (Kanada)
alg;az_Cyrl;algonguyan dili
az;az_Cyrl;Азәрбајҹан
paa;az_Cyrl;papua dili
ay;az_Cyrl;aymarca
ba;az_Cyrl;başkir dili
pag;az_Cyrl;panqasinan dili
ale;az_Cyrl;aleutca
pal;az_Cyrl;paxlavi dili
ar;az_Cyrl;Ərəbcə
pap;az_Cyrl;papyamento dili
av;az_Cyrl;avarikcə
pam;az_Cyrl;pampanqa dili
ak;az_Cyrl;akanca
raj;az_Cyrl;racastan dili
yap;az_Cyrl;yapiz dili
am;az_Cyrl;amarikcə
an;az_Cyrl;aragonca
yao;az_Cyrl;yao dili
aa;az_Cyrl;afarca
zap;az_Cyrl;zapotek dili
ab;az_Cyrl;abxazca
vai;az_Cyrl;vay dili
sem;az_Cyrl;ivrit dili
akk;az_Cyrl;akadianca
sel;az_Cyrl;selkup dili
ae;az_Cyrl;avestanca
af;az_Cyrl;Afrikaanca
nr;az_Cyrl;cənub ndebele dili
krc;az_Cyrl;qaraçay-balkar dili
no;az_Cyrl;norveç dili
nn;az_Cyrl;norveç ninorsk dili
gba;az_Cyrl;qabaya dili
ny;az_Cyrl;nyanca dili
nv;az_Cyrl;navayo dili
pt_PT;az_Cyrl;португалҹа (Portuqal)
oc;az_Cyrl;oksitanca
lui;az_Cyrl;luyseno dili
kut;az_Cyrl;kutenay dili
luo;az_Cyrl;luo dili
lun;az_Cyrl;lunda dili
om;az_Cyrl;oromo dili
lus;az_Cyrl;lushayca
phn;az_Cyrl;foyenik dili
kum;az_Cyrl;kumuk dili
oj;az_Cyrl;ocibva dili
phi;az_Cyrl;filipin dili
tyv;az_Cyrl;tuvinyan dili
ban;az_Cyrl;balincə
os;az_Cyrl;osetik dili
bal;az_Cyrl;baluc dili
bai;az_Cyrl;bamilek dili
rom;az_Cyrl;roman dili
or;az_Cyrl;Oriyə dili
son;az_Cyrl;sonqay dili
bad;az_Cyrl;banda dili
ijo;az_Cyrl;ico dili
gaa;az_Cyrl;qa dili
kro;az_Cyrl;kru dili
sog;az_Cyrl;soqdiyen dili
pa;az_Cyrl;puncab dili
gay;az_Cyrl;qayo dili
kru;az_Cyrl;kurux dili
pl;az_Cyrl;Polish dili
bat;az_Cyrl;baltik dili
bas;az_Cyrl;basa dili
krl;az_Cyrl;karelyan dili
pi;az_Cyrl;pali dili
lo;az_Cyrl;laos dili
ln;az_Cyrl;Linqala dili
lv;az_Cyrl;latışca
lu;az_Cyrl;luba-katanqa dili
lt;az_Cyrl;litva dili
srr;az_Cyrl;serer dilii
srn;az_Cyrl;sranan tonqo dili
kos;az_Cyrl;kosreyan dili
kok;az_Cyrl;konkan dili
mg;az_Cyrl;malaqas dili
mh;az_Cyrl;marşal dili
mk;az_Cyrl;makedoniya dili
ml;az_Cyrl;malayalamca
mi;az_Cyrl;maori dili
mn;az_Cyrl;monqolca
mo;az_Cyrl;moldavca
mr;az_Cyrl;marati dili
mt;az_Cyrl;malta dili
sr_Latn;az_Cyrl;serb dili (latın)
ms;az_Cyrl;malayca
my;az_Cyrl;burmis dili
na;az_Cyrl;nauru dili
peo;az_Cyrl;qədimi farsca
nb;az_Cyrl;norvec bokmal dili
nd;az_Cyrl;şimal ndebele dili
ne;az_Cyrl;nepalca
znd;az_Cyrl;zande dili
cus;az_Cyrl;kuşitik dili
ng;az_Cyrl;nqonka dili
jpr;az_Cyrl;judo-farsca
kpe;az_Cyrl;kpelle dili
nl;az_Cyrl;hollandca
nyn;az_Cyrl;nyankol dili
nym;az_Cyrl;nyamvezi dili
jv;az_Cyrl;yavaca dili
myv;az_Cyrl;erzya dili
nyo;az_Cyrl;niyoro dili
afh;az_Cyrl;afrihili dili
him;az_Cyrl;himaçali dili
hil;az_Cyrl;hiliqaynon dili
myn;az_Cyrl;maya dili
kj;az_Cyrl;kuanyama dili
tvl;az_Cyrl;tuvalu dili
ki;az_Cyrl;kikuyu dili
kmb;az_Cyrl;kimbundu dili
kg;az_Cyrl;konqo dili
inc;az_Cyrl;diqər hint dili
hit;az_Cyrl;hittit dili
ka;az_Cyrl;gürcü dili
sla;az_Cyrl;slav dili
nzi;az_Cyrl;nizima dili
bej;az_Cyrl;beja dili
kw;az_Cyrl;korniş dili
ky;az_Cyrl;qırğızca
ks;az_Cyrl;kəşmir dili
ku;az_Cyrl;kürdcə
kv;az_Cyrl;komi dili
ber;az_Cyrl;berber dili
ko;az_Cyrl;koreya dili
ine;az_Cyrl;hint-yevropa dili
inh;az_Cyrl;inquş dili
tut;az_Cyrl;altaik dili
kr;az_Cyrl;kanur dili
kk;az_Cyrl;qazax dili
bem;az_Cyrl;bemba dili
kl;az_Cyrl;kalalisut dili
km;az_Cyrl;kambodiya dili
kn;az_Cyrl;kannada dili
li;az_Cyrl;limburqiş dili
tum;az_Cyrl;tumbuka dili
tup;az_Cyrl;tupi dili
afa;az_Cyrl;afro-aziat dili
lg;az_Cyrl;qanda dili
la;az_Cyrl;latınca
lb;az_Cyrl;luksemburq dili
hr;az_Cyrl;xorvatca
mwr;az_Cyrl;maruari dili
wal;az_Cyrl;valamo dili
ht;az_Cyrl;haiti dili
wak;az_Cyrl;vakaşan dili
snk;az_Cyrl;soninke dili
hu;az_Cyrl;macarca
bho;az_Cyrl;bxoçpuri dili
xal;az_Cyrl;kalmıqca
mwl;az_Cyrl;mirand dili
hi;az_Cyrl;hindi dili
ho;az_Cyrl;hiri motu dili
war;az_Cyrl;varay dili
was;az_Cyrl;vaşo dili
id;az_Cyrl;indoneziya dili
ia;az_Cyrl;interlingua dili
ig;az_Cyrl;iqbo dili
ie;az_Cyrl;interlingue dili
hz;az_Cyrl;Herer dili
hy;az_Cyrl;Ermənicə
ady;az_Cyrl;aduge dili
smn;az_Cyrl;inari sami
ilo;az_Cyrl;iloko dili
is;az_Cyrl;isləndcə
it;az_Cyrl;италјанҹа
iu;az_Cyrl;inuktikut dili
smj;az_Cyrl;lule sami dili
ii;az_Cyrl;siçuan yi dili
ach;az_Cyrl;akoli dili
ik;az_Cyrl;inupiaq dili
sms;az_Cyrl;skolt dili
ace;az_Cyrl;akin dili
io;az_Cyrl;ido dili
ada;az_Cyrl;adangme dili
sma;az_Cyrl;cənub sami dili
smi;az_Cyrl;səmi dili
dyu;az_Cyrl;dyula dili
ja;az_Cyrl;јапонҹа
xh;az_Cyrl;xosa dili
pon;az_Cyrl;ponpeyan dili
lol;az_Cyrl;monqo dili
moh;az_Cyrl;moxak dili
wo;az_Cyrl;volof dili
cmc;az_Cyrl;çamik dili
mos;az_Cyrl;mosi dili
wa;az_Cyrl;valun dili
loz;az_Cyrl;lozi dili
vi;az_Cyrl;vyetnamca
syr;az_Cyrl;siryak dili
tsi;az_Cyrl;simşyan dili
rup;az_Cyrl;aromanca
vo;az_Cyrl;volapük dili
uz;az_Cyrl;özbəkcə
ve;az_Cyrl;venda dili
fur;az_Cyrl;friul dili
uk;az_Cyrl;ukraynaca
ug;az_Cyrl;uyğurca
ewo;az_Cyrl;evondo dili
ur;az_Cyrl;urduca
ty;az_Cyrl;taxiti dili
tt;az_Cyrl;tatarca
tw;az_Cyrl;Tvi dili
hmn;az_Cyrl;monq dili
gmh;az_Cyrl;ortacaq yüksək almanca
doi;az_Cyrl;doqri dili
to;az_Cyrl;tonqa dili
tmh;az_Cyrl;tamaşek dili
tn;az_Cyrl;svana dili
nub;az_Cyrl;nubiy dili
tl;az_Cyrl;taqaloq dili
ts;az_Cyrl;sonqa dili
tr;az_Cyrl;türkcə
cop;az_Cyrl;kopt dili
ssa;az_Cyrl;nilo-sahara dili
tg;az_Cyrl;tacik dili
te;az_Cyrl;teluqu dili
tk;az_Cyrl;türkməncə
ti;az_Cyrl;tiqrin dili
th;az_Cyrl;tayca
ta;az_Cyrl;tamilcə
su;az_Cyrl;sundanca
sv;az_Cyrl;isveçcə
ss;az_Cyrl;svati dili
cpf;az_Cyrl;fransız kreol dili
st;az_Cyrl;Sesoto dili
cpe;az_Cyrl;inglis kreol dili
lua;az_Cyrl;luba-lulua dili
oto;az_Cyrl;otomian dili
sw;az_Cyrl;suahilicə
sl;az_Cyrl;slovencə
sk;az_Cyrl;slovakca
sn;az_Cyrl;şona dili
sm;az_Cyrl;samoa dili
cpp;az_Cyrl;portugal kreol dili
so;az_Cyrl;somali dili
sr;az_Cyrl;serb dili
sq;az_Cyrl;Albanca
sd;az_Cyrl;sindhi dili
ota;az_Cyrl;osman dili
sc;az_Cyrl;sardin dili
se;az_Cyrl;şimal sami dili
sh;az_Cyrl;serb-xorvatca
sg;az_Cyrl;sanqo dili
si;az_Cyrl;sinhaliscə
goh;az_Cyrl;qədimi almanca
dum;az_Cyrl;ortacaq hollandca
nso;az_Cyrl;şimal soto dili
sa;az_Cyrl;Sanskrit dili
zun;az_Cyrl;zuni dili
gon;az_Cyrl;qondi dili
gor;az_Cyrl;qorontalo dili
ru;az_Cyrl;русҹа
got;az_Cyrl;gotça
dua;az_Cyrl;duala dili
rw;az_Cyrl;kinyarvanda dili
car;az_Cyrl;karib dili
ro;az_Cyrl;rumın
ypk;az_Cyrl;yupik dili
cau;az_Cyrl;qavqaz dili
rn;az_Cyrl;rundi dili
tog;az_Cyrl;niyasa tonga dili
en_US;az_Cyrl;инҝилисҹә (Америка Бирләшмиш Штатлары)
iro;az_Cyrl;irokuay dili
pra;az_Cyrl;prakrit dili
suk;az_Cyrl;sukuma dili
hsb;az_Cyrl;yuxarı sorbca
sus;az_Cyrl;susu dili
cad;az_Cyrl;kado dili
sux;az_Cyrl;sumeryan dili
dra;az_Cyrl;dravid dili
qu;az_Cyrl;kuechya dili
es_ES;az_Cyrl;испанҹа (İspaniya)
cai;az_Cyrl;mərkəzi amerika indus dili
crh;az_Cyrl;krım türkçə
grb;az_Cyrl;qrebo dili
mus;az_Cyrl;krik dili
tpi;az_Cyrl;tok pisin dili
crp;az_Cyrl;kreol dili
grc;az_Cyrl;qədimi yunanca
mul;az_Cyrl;digər dillər
mun;az_Cyrl;munda dili
frm;az_Cyrl;ortacaq fransızca
nqo;az_Cyrl;nqo dili
fro;az_Cyrl;qədimi fransızca
ira;az_Cyrl;iranca
frr;az_Cyrl;şimal fris dili
csb;az_Cyrl;kaşubyan dili
pro;az_Cyrl;qədimi provensialca
pt;az_Cyrl;португалҹа
dsb;az_Cyrl;aşağı sorbca
jrb;az_Cyrl;jude-ərəbcə
ps;az_Cyrl;Puştu dili
tai;az_Cyrl;tay dili
sad;az_Cyrl;sandave dili
tig;az_Cyrl;tiqre dili
fon;az_Cyrl;fon dili
sah;az_Cyrl;yakut dili
sai;az_Cyrl;cənub amerika yerli dili
sal;az_Cyrl;salişan dili
sam;az_Cyrl;samaritan dili
kbd;az_Cyrl;kabardca
cch;az_Cyrl;atsamca
umb;az_Cyrl;umbundu dili
en_GB;az_Cyrl;инҝилисҹә (Birləşmiş Krallıq)
arc;az_Cyrl;aramik dili
arp;az_Cyrl;arapaho dili
dgr;az_Cyrl;doqrib dili
arn;az_Cyrl;araukanca
bra;az_Cyrl;braj dili
kaw;az_Cyrl;kavi dili
zza;az_Cyrl;zaza dili
gsw;az_Cyrl;isveç almanca
arw;az_Cyrl;aravakça
kar;az_Cyrl;karen dili
nog;az_Cyrl;noqay dili
art;az_Cyrl;suni dil
kam;az_Cyrl;kamba dili
kaj;az_Cyrl;ju dili
non;az_Cyrl;qədimi norsca
mga;az_Cyrl;ortacaq irlandca
und;az_Cyrl;bilinməyən vəya gəcərsiz dil
elx;az_Cyrl;elamit dili
kac;az_Cyrl;kaçinca
kab;az_Cyrl;kabule dili
kaa;az_Cyrl;qara-qalpaq dili
sat;az_Cyrl;santal dili
sas;az_Cyrl;sasak dili
tiv;az_Cyrl;tiv dili
tkl;az_Cyrl;tokelay dili
pt_BR;az_Cyrl;португалҹа (Бразилија)
apa;az_Cyrl;apaçi dili
gwi;az_Cyrl;qviçin dili
osa;az_Cyrl;osage dili
btk;az_Cyrl;batak dili
cel;az_Cyrl;kelt dili
del;az_Cyrl;delaver dili
den;az_Cyrl;slavey
lez;az_Cyrl;ləzqi dili
ceb;az_Cyrl;kebuano dili
min;az_Cyrl;minanqkaban dili
hup;az_Cyrl;hupa dili
tli;az_Cyrl;tlinqit dili
enm;az_Cyrl;ortacaq ingiliscə
bua;az_Cyrl;buryat dili
tlh;az_Cyrl;klinqon
mis;az_Cyrl;çeşitli diller
mic;az_Cyrl;mikmak dili
bug;az_Cyrl;bugin dili
tem;az_Cyrl;timne dili
sit_NP;az_Cyrl;sino-tibet dili (Nepal)
chb;az_Cyrl;çibçə dili
egy;az_Cyrl;qədimi misir dili
de_AT;az_Cyrl;алманҹа (Avstriya)
awa;az_Cyrl;avadicə
chy;az_Cyrl;çeyen dili
chg;az_Cyrl;çağatay dili
chk;az_Cyrl;çukiz dili
mkh;az_Cyrl;mon-xmer dili
cho;az_Cyrl;çoktau dili
chp;az_Cyrl;çipevyan dili
chm;az_Cyrl;mari dili
chn;az_Cyrl;çinuk ləhçəsi
tet;az_Cyrl;tetum dili
ter;az_Cyrl;tereno dili
chr;az_Cyrl;çiroki dili
zh;az_Cyrl;чинҹә
fil;az_Cyrl;taqaloqca
ast;az_Cyrl;asturicə
za;az_Cyrl;juənq dili
mni;az_Cyrl;manipüri dili
din;az_Cyrl;dinka dili
fiu;az_Cyrl;fin-uğri dili
zu;az_Cyrl;zulu dili
mno;az_Cyrl;manobo dili
vot;az_Cyrl;votik dili
uga;az_Cyrl;uqaritik dili
mnc;az_Cyrl;mançu dili
ath;az_Cyrl;atapaskanca
nic;az_Cyrl;niger-kordofyan dili
nia;az_Cyrl;nyas dili
byn;az_Cyrl;bilincə
de_CH;az_Cyrl;алманҹа (isveçriya)
niu;az_Cyrl;niyuan dili
eka;az_Cyrl;ekacuk dili
aus;az_Cyrl;avstraliyca
yo;az_Cyrl;yoruba dili
yi;az_Cyrl;Yahudi dili
zh_Hant;az_Latn;çincə (qədimi han)
fy;az_Latn;frisk dili
gd;az_Latn;skot gaelik dili
ga;az_Latn;irlandca
shn;az_Latn;şan dili
fj;az_Latn;fiji dili
ff;az_Latn;fula dili
fi;az_Latn;fincə
fr;az_Latn;fransızca
fo;az_Latn;farer dili
zh_Hans;az_Latn;çincə (basitləştirilmiş han)
udm;az_Latn;udmurt dili
sga;az_Latn;qədimi irlandca
he;az_Latn;ivritcə
ha;az_Latn;Hausa dili
sgn;az_Latn;işarət dili
gn;az_Latn;quaranicə
gil;az_Latn;qilbert gili
gl;az_Latn;qalisian dili
ain;az_Latn;aynuca
gv;az_Latn;manks dili
bik;az_Latn;bikolca
gu;az_Latn;gujarati dili
iba;az_Latn;iban dili
bin;az_Latn;bini dili
dv;az_Latn;diveh dili
dz;az_Latn;dzonqa dili
de;az_Latn;almanca
mai;az_Latn;maitili dili
fr_CH;az_Latn;fransızca (isveçriya)
mak;az_Latn;makasar dili
mad;az_Latn;maduriz dili
mag;az_Latn;maqahi dili
map;az_Latn;avstronezicə
fr_CA;az_Latn;fransızca (Kanada)
mas;az_Latn;masay dili
wen;az_Latn;sorb dili
nl_BE;az_Latn;hollandca (Belçika)
man;az_Latn;məndinqo dili
sid;az_Latn;sidamo dili
eu;az_Latn;bask dili
khi;az_Latn;xoyzan dili
fa;az_Latn;farsca
kha;az_Latn;xazi dili
bla;az_Latn;siksikə dili
sit;az_Latn;sino-tibet dili
new;az_Latn;nevari dili
ee;az_Latn;eve dili
el;az_Latn;yunanca
sio;az_Latn;sioyan dili
zen;az_Latn;zenaqa dili
eo;az_Latn;esperanto dili
en;az_Latn;ingiliscə
et;az_Latn;estonca
kho;az_Latn;xotan dili
es;az_Latn;ispanca
efi;az_Latn;efik dili
ca;az_Latn;katalanca
hai;az_Latn;hayda dili
root;az_Latn;rut dili
haw;az_Latn;Qavayca
br;az_Latn;Bretonca
zbl;az_Latn;blisimbols dili
bn;az_Latn;Benqal dili
bo;az_Latn;tibet dili
bm;az_Latn;bambara dili
anp;az_Latn;angikə dili
bg;az_Latn;bolqarca
bh;az_Latn;biharicə
bi;az_Latn;bislama dili
be;az_Latn;belarusca
bnt;az_Latn;bantu dili
da;az_Latn;danimarka dili
ang;az_Latn;qədimi ingiliscə
nds;az_Latn;aşağı almanca
mdf;az_Latn;mokşa dili
fat;az_Latn;fanti dili
dak;az_Latn;dakota dili
cy;az_Latn;uelscə
cv;az_Latn;çuvaş dili
fan;az_Latn;fang dili
cu;az_Latn;kilsə slav dili
gez;az_Latn;qez dili
cs;az_Latn;çex dili
mdr;az_Latn;mandar dili
cr;az_Latn;kri dili
dar;az_Latn;darqva dili
co;az_Latn;korsikan dili
kfo;az_Latn;koro dili
jbo;az_Latn;loğban dili
day;az_Latn;dayak dili
ch;az_Latn;çamoro dili
sco;az_Latn;skots dili
gem;az_Latn;Alman dili
ce;az_Latn;çeçen dili
scn;az_Latn;sisili dili
nap;az_Latn;neapolital dili
es_419;az_Latn;ispanca (Latın Amerikası və Kariblər)
rap;az_Latn;rapanu dili
kcg;az_Latn;tiyap dili
rar;az_Latn;rarotonqan dili
nah;az_Latn;nahuatl dili
nai;az_Latn;şimal amerika yerli dili
lad;az_Latn;ladin dili
lah;az_Latn;laxnda dili
pau;az_Latn;palayanca
alt;az_Latn;cənub altay dili
lam;az_Latn;lamba dili
men;az_Latn;mende dili
en_AU;az_Latn;ingiliscə (Avstraliya)
en_CA;az_Latn;ingiliscə (Kanada)
alg;az_Latn;algonguyan dili
az;az_Latn;azərbaycanca
paa;az_Latn;papua dili
ay;az_Latn;aymarca
ba;az_Latn;başkir dili
pag;az_Latn;panqasinan dili
ale;az_Latn;aleutca
pal;az_Latn;paxlavi dili
ar;az_Latn;Ərəbcə
pap;az_Latn;papyamento dili
av;az_Latn;avarikcə
pam;az_Latn;pampanqa dili
ak;az_Latn;akanca
raj;az_Latn;racastan dili
yap;az_Latn;yapiz dili
am;az_Latn;amarikcə
an;az_Latn;aragonca
yao;az_Latn;yao dili
aa;az_Latn;afarca
zap;az_Latn;zapotek dili
ab;az_Latn;abxazca
vai;az_Latn;vay dili
sem;az_Latn;ivrit dili
akk;az_Latn;akadianca
sel;az_Latn;selkup dili
ae;az_Latn;avestanca
af;az_Latn;Afrikaanca
nr;az_Latn;cənub ndebele dili
krc;az_Latn;qaraçay-balkar dili
no;az_Latn;norveç dili
nn;az_Latn;norveç ninorsk dili
gba;az_Latn;qabaya dili
ny;az_Latn;nyanca dili
nv;az_Latn;navayo dili
pt_PT;az_Latn;portuqalca (Portuqal)
